Time,PM10,PM25,PM100,Temperature,Gas,Relative Humidity,Pressure,Altitude
1707956420.7774432,0,1,1,34.505,329476,100,751.8949906571423,2446.537892247193
1707956421.7886405,0,1,1,23.188984375,61119,45.325555865917785,1005.1744603871484,67.45237777040585
1707956422.7997415,0,1,1,23.2212109375,92411,45.24484994601108,1005.1785593100391,67.41802966544859
1707956423.8108056,0,1,1,23.2579296875,111965,45.11043831346104,1005.181584447614,67.39267972655963
1707956424.8219445,0,1,1,23.2934765625,126894,44.963936818095746,1005.1775108067471,67.4268158899869
1707956425.8350601,0,1,1,23.3216015625,138430,44.82872336596073,1005.1764668149262,67.43556431676944
1707956426.8481784,0,1,1,23.345625,146544,44.70516098522584,1005.1805681920378,67.40119570154222
1707956427.8612158,0,0,0,23.3653515625,153670,44.58118376715876,1005.184352091806,67.36948757555676
1707956428.874217,0,0,0,23.3809765625,158467,44.47483636607409,1005.1778673164694,67.42382841692014
1707956429.8872535,0,0,0,23.3950390625,163415,44.38638124909648,1005.1739141653186,67.45695500211995
1707956430.9002788,0,0,0,23.408125,166667,44.31585949644381,1005.1734703950997,67.46067371092586
